DN_ID,ID,CODIGO,NOME,INDICATIVO_NAVAL,SIGLA,ENDERECO,BAIRRO,CIDADE,UF,CEP
7.0,10385,64003,DIRETORIA DO PESSOAL DA MARINHA - BRASÍLIA,DPMBSB,DPM-BSB,"ESPLANADA DOS MINISTÉRIOS - BLOCO ""N"" - ED. ANEXO - 1º ANDAR",,BRASÍLIA,DF,70055900
1.0,10387,91522,SUBMARINO MUSEU RIACHUELO,SBRCHL,SRIACHUELO,,I. DO MOCANGUE,NITEROI,RJ,24040300
4.0,10388,84513,NAVIO HIDROCEANOGRÁFICO GARNIER SAMPAIO,NHOGSA,NHoGSampaio,RODOVIA ARTUR BERNARDES S/N,VAL-DE-CÃES,BELÉM,PA,66115000
4.0,10390,88313,AGÊNCIA FLUVIAL DE EIRUNEPE,AGNEPE,AGEIRUNEPE,"RUA FELIPE CUNHA, 113",,EIRUNPE,AM,69800000
4.0,10394,84514,NAVIO HIDROGRÁFICO BALIZADOR TENENTE CASTELO,NBTELO,NHiBTenCastelo,"RODOVIA ARTUR BERNARDES, S/Nº",VAL-DE-CÃES,BELÉM,PA,66115810
1.0,10398,83142,NAVIO-PATRULHA GRAÚNA,NPAUNA,NPaGrauna,AV. SILVIO PÉLICO S/Nº - BNN,ALECRIM,NATAL,RN,59040150
7.0,10399,87900,CENTRO DE INSTRUÇÃO E ADESTRAMENTO DE BRASILIA ALTE DOMINGOS DE MATTOS CORTEZ,CIABDF,CIAB,"BR 040 - KM 4,5",SANTA MARIA,BRASÍLIA,DF,72549900
,10500,33900,CENTRO DE INSTRUÇÃO ALMIRANTE GASTÃO MOTTA,CIAGAS,CIAGMOTTA,,,,,
5.0,10240,85330,CAPITANIA DOS PORTOS DO RIO GRANDE DO SUL,CPGRAN,CPRS,"AV. ALMIRANTE CERQUEIRA E SOUZA, 198",Centro,RIO GRANDE,RS,96201260
1.0,10241,31051,BATALHÃO DE POLÍCIA DE FUZILEIROS NAVAIS,CIAPBN,BTLPOLFUZNAV,"PRAÇA BARÃO DE LADÁRIO, S/No. - ILHA DAS COBRAS",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10247,91000,COMANDO-EM-CHEFE DA ESQUADRA,COMESQ,ComemCh,ILHA DO MOCANGUE S/N,,NITERÓI,RJ,24040300
9.0,10251,88200,1º Batalhão de Operações Ribeirinhas,PRIRIB,1º BtlOpRib,"BR 319 KM 4,5",Distrito Industrial,MANAUS,AM,69075510
4.0,10252,84119,NAVIO-PATRULHA BRACUÍ,NPACUI,NPaBracui,RODOVIA ARTUR BERNARDES - S/Nº  -  BASE NAVAL DE VAL-DE-CÃES,VAL-DE-CÃES,BELÉM,PA,66115030
2.0,10254,82117,NAVIO-VARREDOR ATALAIA,NVATLA,NVAtalaia,BASE NAVAL DE ARATU - SAO TOME DE PARIPE,PARIPE,SALVADOR,BA,40800310
8.0,10257,89000,COMANDO DO 8º DISTRITO NAVAL,OITDIS,Com8ºDN,"RUA ESTADO DE ISRAEL, 776",VILA CLEMENTINO,SAO PAULO,SP,04022002
1.0,10213,91511,Navio de Socorro Submarino Felinto Perry,NSSBFP,NSSFPerry,"Ilha de Mocanguê, S/Nº - Base Naval do Rio de Janeiro",Centro,Niterói,RJ,24040300
1.0,10407,71290,DEPOSITO DE MATERIAL DE SAUDE DA MARINHA NO RJ,DPSAUD,DEPMSMRJ,"AV. BRASIL, 10500",OLARIA,RIO DE JANEIRO,RJ,21012350
9.0,10258,88010,1º ESQUADRÃO DE HELICÓPTEROS DE EMPREGO GERAL DO NOROESTE,HELIET,EsqdHU-91,"RUA RIO ITAQUAÍ, S/Nº",VILA BURITI,MANAUS,AM,69072080
7.0,10260,87700,HOSPITAL NAVAL DE BRASÍLIA,HOSBRA,HNBra,"EQS 711/911, S/Nº",Asa Sul,BRASÍLIA,DF,70390115
7.0,10261,87200,3º BATALHÃO DE PROTEÇÃO E DEFESA NBQR,GRFBRA,GptFNB,VIA L4/NORTE - LOTE 01 DO TRECHO 2 - SETOR DE CLUBES ESPORTIVOS NORTE,,BRASÍLIA,DF,70800120
5.0,10262,85107,NAVIO-PATRULHA BABITONGA,NPANGA,NPaBabitonga,"AV. ALTE MAXIMINIANO DA FONSECA, Nº 2000",4ª SEÇÃO DA BARRA,RIO GRANDE,RS,96200040
4.0,10264,88316,AGÊNCIA FLUVIAL DE PARINTINS,AGTINS,AGPARINTINS,"RUA BENJAMIM DA SILVA, 1820",CENTRO,PARINTINS,AM,69151270
1.0,10266,51204,NAVIO HIDROCEANOGRAFICO FAROLEIRO ALMIRANTE GRAÇA ARANHA,NFGRAR,NHoFAlteGAranha,"Rua  Barão de Jaceguai, S/Nº",CENTRO,NITERÓI,RJ,24048900
1.0,10267,91660,COMANDO DO 1º ESQUADRÃO DE APOIO,PRIEAP,ComEsqdAp-1,ILHA MOCANGUÊ,,NITERÓI,RJ,24040300
1.0,10270,65700,CENTRO MÉDICO ASSISTENCIAL DA MARINHA,CMASSM,CMAM,"RUA CONDE DE BONFIM, Nº 54",TIJUCA,RIO DE JANEIRO,RJ,20520053
1.0,10271,50000,DIRETORIA GERAL DE NAVEGAÇÃO,DRGNAV,DGN,"PÇA. BARÃO DE LADÁRIO, S/Nº - ED.ALTE.TAMANDARÉ - 6º ANDAR",CENTRO,RIO DE JANEIRO,RJ,20091000
3.0,10276,83320,CAPITANIA DOS PORTOS DO CEARÁ,CPFTZA,CPCE,"AVENIDA VICENTE DE CASTRO, 4719",MUCURIPE,FORTALEZA,CE,60180410
1.0,10280,91500,COMANDO DA FORÇA DE SUBMARINOS,FORSUB,ComForS,I. DO MOCANGUE,CENTRO,NITERÓI,RJ,24040300
7.0,10284,12100,ESTAÇÃO ANTÁRTICA COMANDANTE FERRAZ,ESANCF,EACOMTEFERRAZ,AGÊNCIA DE CORREIO SATÉLITE - ESTAÇÃO ANTÁRTICA COMANDANTE FERRAZ,ILHA REI GEORGE,,,20201970
6.0,10286,86107,NAVIO-PATRULHA PIRAJÁ,NPAAJA,NPaPiraja,"AV. 14 DE MARÇO, S/Nº",CENTRO,LADÁRIO,MS,79370000
2.0,10288,82000,COMANDO DO 2º DISTRITO NAVAL,SEGDIS,Com2ºDN,"AV. DAS NAUS, S/N -  CONC. DA PRAIA",COMÉRCIO,SALVADOR,BA,40015270
3.0,10313,83351,AGÊNCIA DA CAPITANIA DOS PORTOS EM AREIA BRANCA,AGBRAN,AGABRANCA,"RUA JOÃO FELIX, 15",AREIA BRANCA,RIO G. DO NORTE,RN,59655000
1.0,10319,65741,LABORATÓRIO FARMACÊUTICO DA MARINHA,LABFAR,LFM,"Rua Dom Helder Câmara, 315",BENFICA,RIO DE JANEIRO,RJ,20911290
1.0,10321,81331,DELEGACIA DA CAPITANIA DOS PORTOS EM ANGRA DOS REIS,DLANGR,DelAReis,"AV. ALTE JULIO CESAR DE NORONHA, 13",SÃO BENTO,ANGRA DOS REIS,RJ,23900000
1.0,10000,65706,SANATORIO NAVAL DE NOVA FRIBURGO,SNNFRJ,SNNF,"AV. GOVERNADOR GEREMIAS DE MATOS FONTES, S/Nº",CENTRO,NOVA FRIBURGO,RJ,28613140
4.0,10001,84320,CAPITANIA DOS PORTOS DO MARANHÃO,CPLUIZ,CPMA,"AV. D. PEDRO II, Nº 02",CENTRO,SÃO LUIS,MA,65010450
1.0,10003,91531,SUBMARINO TAMOIO,SBTMOI,STamoio,"PRAÇA BARÃO DE LADÁRIO, S/Nº - ILHA DAS COBRAS",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10004,62400,ESCOLA NAVAL,ESCOLA,EN,"Avenida Sílvio de Noronha, s/nº",Centro,Rio de Janeiro,RJ,20021010
1.0,10404,91664,NAVIO DE DESEMBARQUE DE CARROS DE COMBATE GARCIA DAVILA,NDCCGD,NDCCGDAvila,"ILHA DE MOCANGUÊ, S/Nº - BASE NAVAL DO RIO DE JANEIRO",CENTRO,NITERÓI,RJ,24049900
6.0,10007,86106,Grupo de Embarcações de Operações Ribeirinhas do Mato Grosso,GRPTDE,GrEOpRibMT,"AV. 14 DE MARÇO, S/Nº",CENTRO,LADÁRIO,MS,79370000
1.0,10010,11001,GABINETE DO COMANDANTE DA MARINHA - RIO,SUBRIO,GCM-RIO,PRACA BARÃO DE LADÁRIO S/Nr. - ED. ALMIRANTE TAMANDARÉ - 3o. ANDAR,CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10012,95600,COMANDO DA DIVISÃO RIBEIRINHA,DIVRIB,ComDivRib,RODOVIA WASHINGTON LUIS - KM 124 - S/Nº,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,25085000
5.0,10014,85400,ESTAÇÃO RADIOGONIOMÉTRICA DA MARINHA NO RIO GRANDE,ERMRGD,ERMRG,ILHA DO TERRAPLENO DO LESTE - AV.HONORIOBICALHO - PORTAO 12,Vila Militar,RIO GRANDE,RS,96201020
1.0,10021,51203,NAVIO-OCEANOGRÁFICO ANTARES,NOCANT,NOcAntares,"RUA BARÃO DE JACEGUAY, SEM NÚMERO",CENTRO,RIO DE JANEIRO,RJ,24048900
4.0,10023,84110,COMANDO DO GRUPAMENTO DE PATRULHA NAVAL DO NORTE,GPNORT,ComGptPatNavN,"BASE NAVAL DE VAL-DE-CAES - BNVC RODOVIA ARTHUR BERNARDES, S/Nr.",VAL-DE-CAES,BELEM,PA,66110300
1.0,10024,51214,NAVIO HIDROCEANOGRÁFICO AMORIM DO VALLE,NHOAMV,NHoAValle,"RUA BARÃO DE JACEGUAI, S/Nº",PONTA D'AREIA,NITERÓI,RJ,24040000
1.0,10026,91602,NAVIO-ESCOLA BRASIL,NEBRSL,NEBrasil,"Centro Postal da Marinha, S/Nº",Centro,Rio de Janeiro,RJ,21091000
5.0,10027,85333,AGÊNCIA DA CAPITANIA DOS PORTOS EM TRAMANDAÍ,AGNDAI,AGTRAMANDAI,"AV. BEIRA RIO, 199",BARRA,TRAMANDAÍ,RS,95590000
2.0,10031,82100,COMANDO DA FORÇA DE MINAGEM E VARREDURA,FORVAR,ComForMinVar,"ESTRADA DA BASE NAVAL DE ARATU, S/N",SÃO TOMÉ DE PARIPE,SALVADOR,BA,40800310
1.0,10034,61000,COMISSÃO DE DESPORTOS DA MARINHA,CODEMA,CDM,AV. BRASIL 10500,OLARIA,RIO DE JANEIRO,RJ,21012350
5.0,10035,89300,CAPITANIA FLUVIAL DO RIO PARANÁ,CPFOZU,CFRP,"RUA BARÃO DO RIO BRANCO, 170",Centro,FOZ DO IGUACU,PR,85851310
1.0,10036,91120,1º ESQUADRÃO DE HELICÓPTEROS DE EMPREGO GERAL,HELIEU,EsqdHU-1,"RUA COMANDANTE ITURIEL, S/Nº",FLUMINENSE,SÃO PEDRO DA ALDEIA,RJ,28940000
1.0,10149,31000,COMANDO DO MATERIAL DE FUZILEIROS NAVAIS,MATCFN,CMatFN,"PRACA BARAO DE LADARIO, S/No. ILHA DAS COBRAS",CENTRO,RIO DE JANEIRO,RJ,20091000
5.0,10170,85800,ESTAÇÃO NAVAL DO RIO GRANDE,ESNVRG,ENRG,AV. Honório Bicalho s/nº - Antigo portão 9,Centro,Rio Grande,RS,96201230
1.0,10208,91100,COMANDO DA FORCA AERONAVAL,FORAER,ComForAerNav,"R. COMANDANTE ITURIEL, S/Nº",FLUMINENSE,SAO P. ALDEIA,RJ,28940000
1.0,10228,52100,CENTRO DE INSTRUÇÃO ALMIRANTE GRACA ARANHA,CIGRAR,CIAGA,"AV. BRASIL, 9020 -",OLARIA,RIO DE JANEIRO,RJ,21031831
2.0,10325,82115,NAVIO-VARREDOR ARATU,NVARAT,NVAratu,BASE NAVAL DE ARATU - SÃO TOMÉ DE PARIPE,PARIPE,SALVADOR,BA,40800310
1.0,10144,45000,DIRETORIA DE ENGENHARIA NAVAL,ENGENA,DEN,"RUA 1º DE MARÇO, 118 - ED. BARÃO DE LADÁRIO - 6º AO 9º ANDAR",CENTRO,RIO DE JANEIRO,RJ,20010000
1.0,10053,46000,DIRETORIA DE OBRAS CIVIS DA MARINHA,OBRCIV,DOCM,"RUA 1º DE MARÇO, 118 - ED. BARÃO DE LADÁRIO 15º e 16º  ANDARES",CENTRO,RIO DE JANEIRO,RJ,20010000
1.0,10033,49000,DIRETORIA DE COMUNICAÇÕES E TECNOLOGIA DA INFORMAÇÃO DA MARINHA,COMTIM,DCTIM,"RUA 1º DE MARÇO, 118 - EDIFÍCIO BARÃO DE LADÁRIO, 3º,4º E 5º ANDARES",CENTRO,RIO DE JANEIRO,RJ,20010000
1.0,10185,51000,DIRETORIA DE HIDROGRAFIA E NAVEGAÇÃO,HINAVE,DHN,"RUA BARAO DE JACEGUAI, S/No",PONTA DA ARMAÇÃO,NITERÓI,RJ,24048900
1.0,10255,51200,GRUPAMENTO DE NAVIOS HIDROCEANOGRÁFICOS,GRNHID,GNHo,"RUA BARÃO DE JACEGUAY, S/No.",PONTA DA ARMAÇÃO,NITERÓI,RJ,24048900
1.0,10244,51209,NAVIO HIDROCEANOGRÁFICO TAURUS,NHOTAU,NHoTaurus,"RUA BARÃO DE JACEGUAI, S/Nº",PONTA DA AREIA,NITERÓI,RJ,24048900
1.0,10315,51213,CENTRO DE HIDROGRAFIA DA MARINHA,CENHID,CHM,RUA BARÃO DE JACEGUAY S/Nº - PONTA DA ARMAÇÃO,CENTRO,NITERÓI,RJ,24048900
1.0,10126,52000,DIRETORIA DE PORTOS E COSTAS,PRTCOS,DPC,"RUA TEÓFILO OTONI, 4",CENTRO,RIO DE JANEIRO,RJ,20090070
1.0,10178,53000,INSTITUTO DE ESTUDOS DO MAR ALMIRANTE PAULO MOREIRA,IEMAPM,IEAPM,"RUA KIOTO, 253, PRAIA DOS ANJOS",ARRAIAL DO CABO,RIO DE JANEIRO,RJ,28930000
1.0,10304,60000,DIRETORIA-GERAL DO PESSOAL DA MARINHA,DRGPES,DGPM,"PRAÇA BARÃO DE LADÁRIO S/N  EDIFICIO ALMIRANTE TAMANDARÉ, 7o. ANDAR",PRAÇA MAUÁ- CENTRO,RIO DE JANEIRO,RJ,20091070
1.0,10084,62000,DIRETORIA DE ENSINO DA MARINHA,ENSINO,DEnsM,"Praça Barão de Ladário, s/nº - Ed. Alte. Tamandaré, 5º andar",Centro,Rio de Janeiro,RJ,20091000
1.0,10159,62200,CENTRO DE INSTRUÇÃO ALMIRANTE WANDENKOLK,CIALWK,CIAW,ILHA DAS ENXADAS,BAIA DE GUANABARA,RIO DE JANEIRO,RJ,20180003
1.0,10570,51020,OMTESTE,OMTEST,OMTESTE,,,,,
1.0,10396,62500,SERVIÇO DE SELEÇÃO DO PESSOAL DA MARINHA,SVCSEL,SSPM,PÇA. BARÃO DE LADÁRIO S/Nº - COMPLEXO DO 1º DN,CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10052,62600,CENTRO DE INSTRUÇÃO ALMIRANTE ALEXANDRINO,CIALEX,CIAA,"AV. BRASIL, 10946",PENHA,RIO DE JANEIRO,RJ,21012350
1.0,10250,64000,DIRETORIA DO PESSOAL DA MARINHA,PESMIL,DPM,"PRACA BARAO DE LADARIO, S/No - ED. ALTE TAMANDARE, 4o ANDAR",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10312,64100,SERVIÇO DE IDENTIFICACAO DA MARINHA,SVCIDE,SIM,"PRACA BARAO DE LADARIO, S/Nº",CENTRO,RIO DE JANEIRO,RJ,20092000
1.0,10106,64200,SERVIÇO DE VETERANOS E PENSIONISTAS DA MARINHA,SVCINP,SVPM,"PRACA BARAO DE LADARIO, S/Nr - ED. ALTE TAMANDARE, 2o ANDAR",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10242,65000,DIRETORIA DE SAÚDE DA MARINHA,DSAUDE,DSM,PRAÇA BARÃO DE LADÁRIO S/Nº - COMPLEXO DO COM1ºDN,CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10316,65703,ODONTOCLÍNICA CENTRAL DA MARINHA,ODONTO,OCM,"PRACA BARAO DE LADARIO, S/Nº - ARSENAL VELHO",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10029,65720,HOSPITAL NAVAL MARCÍLIO DIAS,HOSMAD,HNMD,"RUA CESAR ZAMA, 185",LINS DE VASCONCELOS,RIO DE JANEIRO,RJ,20725090
1.0,10204,65730,CENTRO DE PERÍCIAS MÉDICAS DA MARINHA,PERMED,CPMM,PRACA BARAO DE LADARIO S/Nr - ILHA DAS COBRAS,CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10128,67000,DIRETORIA DE ASSISTÊNCIA SOCIAL DA MARINHA,DIRASM,DASM,"PRAÇA BARÃO DE LADÁRIO, S/Nº, ED. ALTE TAMANDARÉ, 5º ANDAR",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10182,67200,CASA DO MARINHEIRO,CASAMN,CMN,"AV. BRASIL, 10.592",PENHA,RIO DE JANEIRO,RJ,21012350
1.0,10611,65708,POLICLÍNICA NAVAL DE NITERÓI,PCLNIT,PNN,RUA BARÃO DE JACEGUAI s/n,PONTA D' AREIA,Niterói,RJ,24040000
7.0,10118,70000,SECRETARIA-GERAL DA MARINHA,SGERAL,SGM,"ESPLANADA DOS MINISTERIOS, BL. ""N"" - 6o ANDAR",PLANO PILOTO,BRASÍLIA,DF,70055900
1.0,10305,70001,SECRETARIA-GERAL DA MARINHA (RIO),SGERAL,SGM-RIO,"ILHA DAS COBRAS, ED.ALTE.GASTÃO MOTTA, S/Nº, 4º ANDAR",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,11693,40005,DIRETORIA DE GESTÃO DE PROGRAMAS DA MARINHA,DGEPEM,DGePM,"ILHA DAS COBRAS - S/Nº - EDIFÍCIO 8, 2º ANDAR",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10324,71000,DIRETORIA DE ABASTECIMENTO DA MARINHA,ABASTC,DAbM,"ILHA DAS COBRAS - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, 4º ANDAR",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10032,71100,BASE DE ABASTECIMENTO DA MARINHA NO RIO DE JANEIRO,BAMBRJ,BAMRJ,"AV. BRASIL, 10500",OLARIA,RIO DE JANEIRO,RJ,21012350
1.0,10177,71210,DEPÓSITO DE COMBUSTÍVEIS DA MARINHA NO RIO DE JANEIRO,DPCOMB,DepCMRJ,"PRAIA DA BICA, 1361 - JARDIM GUANABARA",ILHA DO GOVERNADOR,RIO DE JANEIRO,RJ,21931076
1.0,10299,71240,DEPÓSITO DE MATERIAL ELETRÔNICO DA MARINHA,MATELT,DepMEMRJ,,,RIO DE JANEIRO,RJ,
1.0,10391,71260,DEPÓSITO DE FARDAMENTO DA MARINHA NO RIO DE JANEIRO,DPFARD,DepFMRJ,"AV.BRASIL, 10500",OLARIA,RIO DE JANEIRO,RJ,21012350
1.0,10275,71280,CENTRO DE MUNIÇÃO DA MARINHA,CENMUN,CMM,"Ilha do Boqueirão, s/nº",Ilha do Governador,Rio de Janeiro,RJ,21910420
1.0,10064,71300,CENTRO DE OBTENÇÃO DA MARINHA NO RIO DE JANEIRO,COBRIO,COMRJ,"AV. BRASIL, 10500",OLARIA,RIO DE JANEIRO,RJ,21012350
1.0,10200,73000,DIRETORIA DE FINANCAS DA MARINHA,FINANS,DFM,"ILHA DAS COBRAS - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, 2º ANDAR",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10049,73200,PAGADORIA DE PESSOAL DA MARINHA,PAGPEM,PAPEM,"RUA DA PONTE, SNº, ILHA DAS COBRAS - ED. 23 DO AMRJ",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10317,11500,CENTRO DE CONTROLE INTERNO DA MARINHA,CCINTM,CCIMAR,"ILHA DAS COBRAS - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, TÉRREO",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10150,77000,DIRETORIA DO PATRIMÔNIO HISTÓRICO E CULTURAL DA MARINHA,DPHCTL,DPHCM,RUA DOM MANUEL No.15,CENTRO  (PRAÇA XV),RIO DE JANEIRO,RJ,20090010
1.0,10137,80000,COMANDO DE OPERAÇÕES NAVAIS,OPENAV,ComOpNav,"PRAÇA BARÃO DE LADÁRIO, S/No. - ED. ALTE TAMANDARE - 6o. ANDAR",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10067,81122,REBOCADOR DE ALTO-MAR TRIDENTE,RTRIDE,RBAMTRIDENTE,"CAIS DA PORTUGUESA, S/Nº - ILHA DAS COBRAS",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10100,89144,NAVIO-PATRULHA GUAJARÁ,NPAGUA,NPaGuajara,"AV.ISMAEL COELHO DE SOUZA, S/N",MACUCO,SANTOS,SP,11015315
1.0,10196,81146,NAVIO-PATRULHA GURUPÁ,NPAUPA,NPaGurupa,"PRAÇA BARÃO DE LADÁRIO, S/Nº - ILHA DAS COBRAS",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10220,81200,1° BATALHAO DE OPERAÇOES LITORANEAS DE FUZILEIROS NAVAIS,GRFRIO,GptFNRJ,"AVENIDA BRASIL, Nº 10.768",PENHA,RIO DE JANEIRO,RJ,21012350
1.0,10344,81310,CAPITANIA DOS PORTOS DO ESPÍRITO SANTO,CPVITO,CPES,"Rua Belmiro Rodrigues da Silva, 145",Enseada do Suá,Vitória,ES,29050435
1.0,10389,81330,CAPITANIA DOS PORTOS DO RIO DE JANEIRO,CPRIOJ,CPRJ,AV. ALFRED AGACHE S/Nº,CENTRO,RIO DE JANEIRO,RJ,20021000
1.0,10199,81332,DELEGACIA DA CAPITANIA DOS PORTOS EM ITACURUÇÁ,DLRUCA,DELITACURUCA,"PRACA MARCILIO DIAS, Nº 1",DISTRITO DE ITACURUÇÁ,MANGARATIBA,RJ,23880000
1.0,10019,81334,AGÊNCIA DA CAPITANIA DOS PORTOS EM CABO FRIO,AGCABO,AGCFRIO,"RUA JORGE VEIGA, S/Nº - GAMBÔA",CENTRO,CABO FRIO,RJ,28922030
1.0,10133,81401,ESTAÇÃO RADIOGONIOMÉTRICA DA MARINHA EM CAMPOS NOVOS,ERCNOV,ERMCN,RODOVIA AMARAL PEIXOTO KM 126,CAMPOS NOVOS,CABO FRIO,RJ,28905970
1.0,10295,32400,CENTRO DE EDUCAÇÃO FÍSICA ALMIRANTE ADALBERTO NUNES,CEFAAN,CEFAN,"AV. BRASIL, 10590",PENHA,RIO DE JANEIRO,RJ,21012350
1.0,10195,83123,REBOCADOR DE ALTO-MAR TRIUNFO,RTRNFO,RbAMTriunfo,"R SILVIO PÉLICO, S/N BASE NAVAL DE NATAL",ALECRIM,NATAL,RN,59040150
3.0,11252,83103,"NAVIO-PATRULHA OCEÂNICO ""ARAGUARI""",NPOCAR,NPaOcAraguari,"RUA SILVIO PÉLICO, S/Nº",ALECRIM,NATAL,RN,59040150
4.0,11392,84516,AVISO HIDROCEANOGRÁFICO FLUVIAL RIO XINGU,AVHOXI,AvHoFluRioXingu,"RODOVIA ARTHUR BERNARDES, S/N°",VAL DE CÃES,BELÉM,PA,66110300
9.0,11393,88513,AVISO HIDROCEANOGRÁFICO FLUVIAL RIO NEGRO,AVHONE,AvHoFluRioNegro,"BR-319 KM 4,5 - VILA BURITI S/N",DISTRITO INDUSTRIAL,MANAUS,AM,69075510
6.0,11733,86112,NAVIO-TRANSPORTE FLUVIAL ALMIRANTE LEVERGER,NTFLEV,NTrFluAlteLeverger,AVENIDA 14 DE MARÇO - S/Nº,CENTRO,LADÁRIO,MS,79370000
1.0,11833,78912,OM HOMOLOGAÇÃO APOIADA,OMHOM2,APOIADA,,,RJ,RJ,
1.0,11853,45612,OM HOMOLOGAÇÃO RANCHO PRÓPRIO,RANCHO,RANCHO,,,RJ,RJ,
7.0,11433,20303,DIRETORIA-GERAL DE DESENVOLVIMENTO NUCLEAR E TECNOLÓGICO DA MARINHA - BRASÍLIA,DRGNUC,DGDNTM-BSB,"ESPLANADA DOS MINISTÉRIO, BLOCO N 4 ANDAR",PLANO PILOTO,BRASÍLIA,DF,70055900
1.0,11813,45678,OM HOMOLOGAÇÃO APOIADORA,OMHOM1,APOIADORA,,,RJ,RJ,
1.0,10216,89145,NAVIO-PATRULHA GUAPORÉ,NPAORE,NPaGuapore,"AVENIDA CIDADE DE SANTOS S/N, CAIS DA MARINHA",MACUCO,SANTOS,SP,11015050
1.0,10406,91645,CORVETA BARROSO,CVBARR,CvBarroso,ILHA DE MOCANGUÊ S/Nº,,Niterói,RJ,24049900
2.0,10017,82333,AGÊNCIA FLUVIAL DE JUAZEIRO,AGJUAZ,AGJUAZEIRO,"AV. JOSE PETITINGA, Nº 606",SANTO ANTÔNIO,JUAZEIRO,BA,48903010
2.0,10164,82400,ESTAÇÃO RÁDIO DA MARINHA EM SALVADOR,ERMSAL,ERMS,"Estrada da Base Naval de Aratu  - S/N - Morro do Toc-Toc, S/N",São Tomé de Paripe,Salvador,BA,40800310
2.0,10365,82510,SERVIÇO DE SINALIZAÇÃO NAUTICA DO LESTE,SINEST,SSN-2,"ESTRADA DA BASE NAVAL DE ARATU, S/Nº, BNA",SÃO TOMÉ DE PARIPE,SALVADOR,BA,40800310
2.0,10048,82512,NAVIO BALIZADOR TENENTE BOANERGES,NBBOAN,NHiBTenBoanerges,"BASE NAVAL DE ARATU, S/Nº",SÃO TOMÉ DE PARIPE,SALVADOR,BA,40800310
3.0,10147,83000,COMANDO DO 3º DISTRITO NAVAL,TERDIS,Com3ºDN,"AV. HERMES DE FONSECA, 780",TIROL,NATAL,RN,59020095
3.0,10152,83100,COMANDO DO GRUPAMENTO DE PATRULHA NAVAL DO NORDESTE,GPNDES,ComGptPatNavNE,"RUA SÍLVIO PÉLICO, S/Nº",ALECRIM,NATAL,RN,59040150
3.0,10038,83116,REBOCADOR DE ALTO-MAR TRINDADE,RBDADE,RBAMTRINDADE,RUA SILVIO PELICO S/Nº - BASE NAVAL DE NATAL,ALECRIM,NATAL,RN,59040150
3.0,10392,83140,NAVIO-PATRULHA GRAJAÚ,NPAJAU,NPaGrajau,RUA SILVIO PELICO S/N - BASE NAVAL DE NATAL,ALECRIM,NATAL,RN,59040150
