OM,latitude,longitude,Endereços
AgBAcre,-8.75343719103609,-67.398813755963,AV. XV DE NOVEMBRO - 2221 - - CENTRO - BOCA DO ACRE - AM - BRASIL – 69850-000
DepFMRJ,-22.83268096424869,-43.25866028081595,AV.BRASIL - 10500 - - OLARIA - RIO DE JANEIRO - RJ - BRASIL – 21012-350
NTrFluParaguassu,-19.001965559797743,-57.59566470832185,AVENIDA 14 DE MARÇO - S/N° - - CENTRO - LADÁRIO - MS - BRASIL - 79370-000
NPaPoti,-19.001965559797743,-57.59566470832185,AVENIDA 14 DE MARÇO - S/N° - - CENTRO - LADÁRIO - MS - BRASIL - 79370-000
NApLogFluPotengi,-19.001965559797743,-57.59566470832185,AVENIDA 14 DE MARÇO - S/N° - - CENTRO - LADÁRIO - MS - BRASIL - 79370-000
NPaPiraja,-19.001965559797743,-57.59566470832185,AVENIDA 14 DE MARÇO - S/N° - - CENTRO - LADÁRIO - MS - BRASIL - 79370-000
NAsHTenMaximiano,-19.001965559797743,-57.59566470832185,AVENIDA 14 DE MARÇO - S/N° - - CENTRO - LADÁRIO - MS - BRASIL - 79370-000
NTrFluAlteLeverger,-19.001965559797743,-57.59566470832185,AVENIDA 14 DE MARÇO - S/N° - - CENTRO - LADÁRIO - MS - BRASIL - 79370-000
EsqdHU-61,-19.004473395244723,-57.59449122657987,AVENIDA 14 DE MARÇO - S/N° - - CENTRO - LADÁRIO - MS - BRASIL - 79370-000
NPaPenedo,-19.001965559797743,-57.59566470832185,AVENIDA 14 DE MARÇO - S/N° - - CENTRO - LADÁRIO - MS - BRASIL – 79370-000
GrEOpRibMT,-19.001965559797743,-57.59566470832185,AVENIDA 14 DE MARÇO - S/N° - - CENTRO - LADÁRIO - MS - BRASIL – 79370-000
CeIMLa,-19.003151086737283,-57.59675781443346,AVENIDA 14 DE MARÇO - S/N° - - CENTRO - LADÁRIO - MS - BRASIL – 79370-000
NPaPiratini,-19.001965559797743,-57.59566470832185,AVENIDA 14 DE MARÇO - S/N° - - LADÁRIO - LADÁRIO - MS - BRASIL – 79370-000
CHN-6,-19.0040803,-57.5957924,"Avenida 14 de Março, Setor 1, Ladário, Mato Grosso do Sul, Brazil, 79370-000, "
AgBJLapa,-13.2556695,-43.4215849,"Avenida Almirante Beirute, Bom Jesus da Lapa, Bom Jesus da Lapa, Bahia, Brazil, 47600-000, "
VOJBotas,-22.912565248430443,-43.1592825309096,AVENIDA ALMIRANTE SYLVIO DE NORONHA - S/N - - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20021-010
NPaGuajara,-23.95797337746768,-46.3069950500894,AVENIDA CIDADE DE SANTOS - S/N° - CAIS DA MARINHA - MACUCO - SANTOS - SP - BRASIL – 11015-050
NpaGuapore,-23.95797337746768,-46.3069950500894,AVENIDA CIDADE DE SANTOS - S/N° - CAIS DA MARINHA - MACUCO - SANTOS - SP - BRASIL – 11015-050
ComGptPatNavSSE,-23.95797337746768,-46.3069950500894,AVENIDA ESMERALDO ST CAMPOS FL - S/N - CAIS DA MARINHA CANAL4-EST - CAIS DA MARINHA CANAL4-EST - SANTOS - SP - BRASIL – 11015-205
ComTrRef,-22.8456847,-43.09959,"Avenida Paiva, Porto Velho, São Gonçalo, Rio de Janeiro, Brazil, 24426-148, "
UMEM,-22.8437526,-43.0996185,"Avenida Paiva, Porto Velho, São Gonçalo, Rio de Janeiro, Brazil, 24426-148, "
BAeNSPA,-22.820833395026757,-42.09461228464308,"Base Aeronaval, São Pedro da Aldeia - RJ, 28940-000"
NVAratu,-12.79665328900707,-38.490481020008566,BASE NAVAL DE ARATU - - SÃO TOMÉ DE PARIPE - PARIPE - SALVADOR - BA - BRASIL - 40810-310
CVCaboclo,-12.79665328900707,-38.490481020008566,BASE NAVAL DE ARATU - S/N° - - SÃO TOMÉ DE PARIPE - SALVADOR - BA - BRASIL - 40800-310
NHiBTenBoanerges,-12.79665328900707,-38.490481020008566,BASE NAVAL DE ARATU - S/N° - - SÃO TOMÉ DE PARIPE - SALVADOR - BA - BRASIL - 40800-310
NApOcPurus,-22.867691941710937,-43.13694096310479,BASE NAVAL DO RIO DE JANEIRO - - ILHA DE MOCANGUÊ - - NITEROÍ - RJ - BRASIL - 
CIAB,-16.016402892136192,-47.9739263731154,"BR 040 - - KM 4,5 - SANTA MARIA - BRASÍLIA - DF - BRASIL - 72501-100 "
ERMN,-5.884833805295115,-35.27926198856893,BR 304 - KM 04 CAIXA POSTAL 095 - S/N - - ENCANTO VERDE - PARNAMIRIM - RN - BRASIL – 59150-000
NAsHOCruz,-3.144032849213364,-59.94935883770639,"BR 319 - - KM 4,5 - DISTRITO INDUSTRIAL - MANAUS - AM - BRASIL - 69075-510"
NAsHDoutorMontenegro,-3.144032849213364,-59.94935883770639,"BR 319 - - KM 4,5 - DISTRITO INDUSTRIAL - MANAUS - AM - BRASIL - 69075-510"
NAsHSMeirelles,-3.144032849213364,-59.94935883770639,"BR 319 - - KM 4,5 - DISTRITO INDUSTRIAL - MANAUS - AM - BRASIL - 69075-510"
NAsHCChagas,-3.144032849213364,-59.94935883770639,"BR 319 - - KM 4,5 - DISTRITO INDUSTRIAL - MANAUS - AM - BRASIL – 69075-510"
NPaFluPTeixeira,-3.144032849213364,-59.94935883770639,"BR 319 - - KM 4,5 - VILA BURITI - DISTRITO INDUSTRIAL - MANAUS - AM - BRASIL - 69075-510"
NPaFluRondonia,-3.144032849213364,-59.94935883770639,"BR 319 - - KM 4,5 - VILA BURITI - DISTRITO INDUSTRIAL - MANAUS - AM - BRASIL – 69075-510"
NPaFluAmapa,-3.144032849213364,-59.94935883770639,"BR 319 - - KM 4,5 - VILA BURITI - DISTRITO INDUSTRIAL - MANAUS - AM - BRASIL – 69075-510"
NPaFluRoraima,-3.144032849213364,-59.94935883770639,"BR 319 - S/N° - KM 4,5 - VILA BURITI - DISTRITO INDUSTRIAL - MANAUS - AM - BRASIL – 69075-510"
EsqdHU-91,-3.143577834718095,-59.94824490356087,"BR-319 - - KM 4,5 - DISTRITO INDUSTRIAL - MANAUS - AM - BRASIL - 69075-510"
NPaFluRTavares,-3.144032849213364,-59.94935883770639,"BR-319 - S/N° - KM 4,5 - DISTRITO INDUSTRIAL - MANAUS - AM - BRASIL – 69075-510"
DSM,-22.8962085,-43.1785956,"Brazil, Centro, Rio de Janeiro, Rio de Janeiro, 20091, "
ETAM,-22.8949042,-43.1740012,"Brazil, Centro, Rio de Janeiro, State of Rio de Janeiro, 20091-000, "
CNBW,38.9071923,-77.0368707,BRAZILIAN NAVAL COMMISSION - 5130 - MACARTHUR BOULEVARD N.W. - - WASHINGTON - - USA – 200163316
CPSP,-23.9582063,-46.307054,"Cais da Marinha, s/n, Avenida Engenheiro Ismael Coelho De Souza, Macuco, Santos, São Paulo, Brazil, 11015-315, "
CCIMAR,-22.896841,-43.174986,"Centro, Rio de Janeiro, Rio de Janeiro, Brazil, 20091-000, "
CLogMat,-22.9070828,-43.18191480000001,"Centro, Rio de Janeiro, State of Rio de Janeiro, Brazil, "
SIM,-22.896983,-43.1773907,"Centro, Rio de Janeiro, State of Rio de Janeiro, Brazil, 20091-000, "
DGN,-22.8965908,-43.17732059999999,"Centro, Rio de Janeiro, State of Rio de Janeiro, Brazil, 20091, "
CCSM,-22.8956521,-43.1702573,"Edifício 8, Rua da Pedreira, Ilha das Cobras, Rio de Janeiro, Rio de Janeiro, Brazil, 20091-000, "
Com7°DN,-15.7941193,-47.8707141,"Eixo Monumental, Brasília, Brasília, Distrito Federal, Brazil, 70297-400, "
SGM,-15.7887865,-47.89335699999999,"Eixo Monumental, Brasília, Brasília, Distrito Federal, Brazil, 70740-610, "
SSN-2,-12.79678731529524,-38.49049395703705,ENTRADA DA BASE NAVAL DE ARATU - S/N° - BNA - SÃO TOMÉ DE PARIPE - SALVADOR - BA - BRASIL - 40800-310
CFB,-15.793951789630864,-47.87063350195475,"ESPLANADA DOS MINISTÉRIOS - - BL. ""N"", ANEXO ""A"" - TÉRREO - BRASÍLIA - BRASÍLIA - DF - BRASIL – 70055-900"
EMA,-15.79545827971751,-47.87132425787112,"ESPLANADA DOS MINISTÉRIOS - - BLOCO N , 5° ANDAR - PLANO PILOTO - BRASÍLIA - DF - BRASIL - 70055-900"
GCM,-15.79545827971751,-47.87132425787112,ESPLANADA DOS MINISTÉRIOS - S/N - BLOCO N - 2° E 3° ANDARES - ZONA CIVICO-ADMINISTRATIVA - BRASÍLIA - DF - BRASIL - 70055-900
CIM,-15.79545827971751,-47.87132425787112,"ESPLANADA DOS MINISTÉRIOS - S/N - BLOCO N, EDIFÍCIO ANEXO, 4° ANDAR - ZONA CENTRAL - BRASÍLIA - DF - BRASIL - 70055-900"
SECIRM,-15.7938676,-47.8710325,"Esplanada dos Ministérios, Brasília, Brasília, Distrito Federal, Brazil, 70297-400, "
DPCvM,-15.7938931,-47.870663,"Esplanada dos Ministérios, Brasília, Brasília, Distrito Federal, Brazil, 70297-400, "
BNA,-12.796461365420448,-38.490488391916365,EST. DA BASE NAVAL - S/N° - - SÃO TOMÉ DE PARIPE - SALVADOR - BA - BRASIL - 40800-310
ComGptPatNavL,-12.795180413241653,-38.4885887678478,ESTRADA DA BASE NAVAL - S/N° - - SÃO TOMÉ DE PARIPE - SALVADOR - BA - BRASIL - 40800-310
ComForMinVar,-12.797904607142776,-38.49286212898382,ESTRADA DA BASE NAVAL DE ARATU - S/N° - - SÃO TOMÉ DE PARIPE - SALVADOR - BA - BRASIL - 40800-310
ENRN,-3.1419455,-59.9474454,"Estrada de Acesso A Base Naval, Manaus, Amazonas, Brazil, "
BtlBldFuzNav,-22.78203556443318,-43.159702516783504,ESTRADA DO QUILOMBO - S/N° - BANANAL - ILHA DO GOVERNADOR - RIO DE JANEIRO - RJ - BRASIL – 21911-010
BtlArtFuzNav,-22.7838279,-43.1692796,"Estrada do Quilombo, Freguesia (Ilha do Governador), Rio de Janeiro, Rio de Janeiro, Brazil, 21911, "
BtlDefNBQR-ARAMAR,-23.4013033,-47.5901407,"Estrada Municipal Iperó, Bacaetava, Iperó, São Paulo, Brazil, 18560-000, "
ComForS,-22.917163516165456,-43.85079708487992,ESTRADA PREFEITO WILSON PEDRO FRANCISCO - S/N° - - ILHA DA MADEIRA - ITAGUAÍ - RJ - BRASIL - 23826-640
COFAMAR,-22.930893,-43.175283,"Flamengo, Rio de Janeiro, Rio de Janeiro, Brazil, 22210-060, "
CIAAN,-22.8154804,-42.0899784,"Fluminense, São Pedro da Aldeia, Rio de Janeiro, Brazil, 28944-054, "
CPesFN,-22.8960361,-43.1706815,FORTALEZA DE SÃO JOSÉ - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL – 20091-000
CMatFN,-22.89611538459736,-43.17048821629093,FORTALEZA SÃO JOSÉ - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
UISM,-22.9235644,-43.3416865,"Freguesia, Rio de Janeiro, State of Rio de Janeiro, Brazil, "
NPaGravatai,-29.93988689999999,-50.99475289999999,"Gravataí district, Gravataí, State of Rio Grande do Sul, Brazil, "
NPaGuaratuba,-25.8843865,-48.5762979,"Guaratuba, Guaratuba, Guaratuba, State of Paraná, Brazil, 83280-000, "
BSIM,-22.9167327,-43.840969,"Ilha da Madeira, Itaguaí, Rio de Janeiro, Brazil, 23826-640, "
NAMAtlantico,-22.8949739093137,-43.17160747186343,ILHA DAS COBRAS - S/N - - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
NApOcARongel,-22.89655200802037,-43.169813495585885,ILHA DAS COBRAS - S/N° - - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
ComGptPatNavSE,-22.89785948782585,-43.17321510606117,ILHA DAS COBRAS - S/N° - ED. 22 DO AMRJ - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
DAdM,-22.8966616738843,-43.17504048289729,"ILHA DAS COBRAS - S/N° - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, 2° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL – 20091-000"
DFM,-22.8966616738843,-43.17504048289729,"ILHA DAS COBRAS - S/N° - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, 3° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
DGOM,-22.8966616738843,-43.17504048289729,"ILHA DAS COBRAS - S/N° - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, 3° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
DAbM,-22.8966616738843,-43.17504048289729,"ILHA DAS COBRAS - S/N° - EDIFÍCIO ALMIRANTE GASTÃO MOTTA, 4° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
CPN,-22.897650174471394,-43.17144964156064,ILHA DAS COBRAS - S/N° - EDIFÍCIO N° 16 - ARSENAL DE MARINHA DO RIO DE JANEIRO - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
DIM,-22.896655136145352,-43.17162478816621,ILHA DAS COBRAS - S/Nº - EDIFÍCIO 11 - 1º ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
EMGEPRON,-22.89772766671321,-43.17293410369673,"Ilha das Cobras, Guanabara - Edifício Almirante Raphael de Azevedo Branco ,Baia de, S/N, Rio de Janeiro - RJ, 20180-001"
CASNAV,-22.8972805,-43.1740245,"Ilha das Cobras, Rio de Janeiro, Rio de Janeiro, Brazil, "
BNIC,-22.895805,-43.171689,"Ilha das Cobras, State of Rio de Janeiro, Brazil, "
AvApCoAlteHess,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
ComForSup,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
CvJNoronha,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
ComEsqdAp-1,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
STimbira,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
ComDiv-1,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
ComDiv-2,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
FDefensora,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-900
FLiberal,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-900
ComEsqdE-1,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24049-900
CASOP,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - MOCANGUÊ - NITERÓI - RJ - BRASIL - 24040-300
CvBarroso,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - PONTA D'AREIA - NITERÓI - RJ - BRASIL - 24040-300
NDCCAlteSaboia,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - - PONTA D'AREIA - NITERÓI - RJ - BRASIL - 24040-300 
NTAlteGMotta,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/N° - BASE NAVAL DO RIO DE JANEIRO - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
FUniao,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/Nº - - CENTRO - NITERÓI - RJ - BRASIL - 22040-300
UMEsq,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/Nº - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
CDDGN,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/Nº - - CENTRO - NITERÓI - RJ - BRASIL - 24040-400
EDCGMarambaia,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ - S/Nº - - NITERÓI - RIO DE JANEIRO - RJ - BRASIL - 24049-900
EDCGCamboriu,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ GRANDE - S/N - PONTA D'AREIA - - NITEROÍ - RJ - BRASIL - 24049-900
STupi,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ GRANDE - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
STapajo,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ GRANDE - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
NDMBahia,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ GRANDE - S/Nº - BASE NAVAL DO RIO DE JANEIRO - PONTA D'AREIA - RIO DE JANEIRO - RJ - BRASIL – 24040-300
NSSGuillobel,-22.86976703250476,-43.13543274231505,"Ilha de Mocanguê Grande s/n - Ponta D'areia, Niterói - RJ"
BACS,-22.87053707391473,-43.13503273145814,"Ilha de Mocanguê Grande s/n - Ponta D'areia, Niterói - RJ"
EDCGTambau,-22.86976703250476,-43.13543274231505,"ILHA DE MOCANGUÊ GRANDE, S/N - S/N° - PONTA D'AREIA - - NITEROÍ - RJ - BRASIL - 24049-900"
ComEsqdE-2,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ PEQUENO - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
NEBrasil,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ PEQUENO - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
NVeCisneBranco,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUÊ PEQUENO - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 24040-300
CGAEM,-22.86976703250476,-43.13543274231505,ILHA DE MOCANGUE PEQUENO - S/N° - - NITERÓI - NITERÓI - RJ - BRASIL - 24040-300
ComemCh,-22.86976703250476,-43.13543274231505,"Ilha de Mocanguê, Niterói - RJ"
FConstituicao,-22.86976703250476,-43.13543274231505,ILHA DO MOCANGUÊ - S/N° - - CENTRO - NITERÓI - RJ - BRASIL - 22040-300
NDCCMMaia,-22.86976703250476,-43.13543274231505,ILHA DO MOCÂNGUE - S/N° - PONTA DA AREIA - CENTRO - NITERÓI - RJ - BRASIL - 24049 -900
ComGptPatNavS,-32.1403216,-52.10961409999999,"Industrial Tamandaré, Rio Grande, Rio Grande do Sul, Brazil, 96215-840, "
CINA,-23.3983953,-47.5984034,"Iperó, Bacaetava, São Paulo, Brazil, 18560-000, "
CeIMBe,-1.3950167,-48.4919737,"Km 4, S/N, Rodovia Arthur Bernardes, Val de Caes, Belém, Pará, Brazil, 66115-300, "
ComFlotMT,-19.002302,-57.5957002,"Ladário, Setor 8, Mato Grosso do Sul, Brazil, 79370-000, "
EDCGGuarapari,-22.86976703250476,-43.13543274231505,LHA DE MOCANGUÊ GRANDE - S/N° - PONTA D'AREIA - - NITEROÍ - RJ - BRASIL - 24049-900
DelPSeguro,-16.4520921,-39.0660524,"N° 195, Rua São Pedro, Centro, Porto Seguro, Bahia, Brazil, 45810-000, "
AgEirunepe,-6.666947299999999,-69.865921,"n°113, Rua Felipe Cunha, Centro, Eirunepé, Amazonas, Brazil, 69880-000, "
GRUMEC,-22.8751255,-43.13582,"Niterói, Rio de Janeiro, Brazil, "
CIAMA,-22.8739844,-43.1332899,"Niterói, Rio de Janeiro, Brazil, 24040-300, "
CeIMNi,-22.8807073,-43.1013526,"Niterói, State of Rio de Janeiro, Brazil, "
GrEOpRibN,-2.0953182,-58.3716902,"North Region, Brazil, "
STikuna,-22.86976703250476,-43.13543274231505,OTR ILHA DE MOCANGUE GRANDE - S/N° - - PONTA D'AREIA - NITEROI - RJ - BRASIL - 24.049-900 
AgParaty,-23.2197106,-44.7167452,"Paraty, Paraty, State of Rio de Janeiro, Brazil, "
MParnaiba,-2.9096093,-41.7537178,"Parnaíba, Parnaíba, State of Piauí, Brazil, "
NPaGurupa,-22.89899542794569,-43.17014141987168,PCA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL – 20091-000
NPaGurupi,-22.89899542794569,-43.17014141987168,PCA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL – 20091-000
SSPM,-22.89936333180381,-43.17672761539194,PÇA. BARÃO DE LADÁRIO - S/N° - COMPLEXO DO 1° DN - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
GptFNRJ,-22.8273076,-43.26540199999999,"Penha, Rio de Janeiro, State of Rio de Janeiro, Brazil, "
CMEM,-22.8713889,-43.1342531,"Ponta D'areia, Niterói, Rio de Janeiro, Brazil, 24040-300, "
DHN,-22.8830396,-43.1339724,"Ponta Dareia, Niterói, Rio de Janeiro, Brazil, "
CMASM,-22.8357598,-43.1089216,"Porto Velho, São Gonçalo, Rio de Janeiro, Brazil, "
NPaOcAPA,-22.86488098159224,-43.13898449010604,PRAÇA BARÃO DE LADÁRIO - 118 - - ILHA DAS COBRAS - RIO DE JANEIRO - RJ - BRASIL - 20091-000
CoNavOpEsp,-22.897822100433665,-43.17698571533288,"PRAÇA BARÃO DE LADÁRIO - S/N - EDIFÍCIO ALMIRANTE TAMANDARÉ, 7º ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
COMPAAz,-22.897822100433665,-43.17698571533288,PRAÇA BARÃO DE LADÁRIO - S/N/ - ED. ALTE TAMANDARE - 6° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
OCM,-22.896304610269507,-43.17950423145577,PRAÇA BARÃO DE LADÁRIO - S/N° - - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 21910-000
