OM,latitude,longitude,Endereços
BtlNav,-22.89640157328757,-43.17140357468155,PRAÇA BARÃO DE LADÁRIO - S/N° - - ILHA DAS COBRAS - RIO DE JANEIRO - RJ - BRASIL - 20091-000
NPaOcAmazonas,-22.86488098159224,-43.13898449010604,PRAÇA BARÃO DE LADÁRIO - S/N° - - ILHA DAS COBRAS - RIO DE JANEIRO - RJ - BRASIL – 20091-000
SASM,-22.896118266112744,-43.17909902436166,PRAÇA BARÃO DE LADÁRIO - S/N° - COMPLEXO DO 1° DN - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
DGPM,-22.897822100433665,-43.17698571533288,"PRAÇA BARÃO DE LADÁRIO - S/N° - ED ALMIRANTE TAMANDARÉ, 7° ANDAR - PRAÇA MAUÁ- CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
DPMM,-22.89795774240472,-43.177006131848685,"PRACA BARAO DE LADARIO - S/N° - ED. ALTE TAMANDARE, 4° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
DEnsM,-22.89795774240472,-43.177006131848685,"PRAÇA BARÃO DE LADÁRIO - S/N° - ED. ALTE. TAMANDARÉ, 5° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
FIndependencia,-22.8949739093137,-43.17160747186343,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
FRademaker,-22.8949739093137,-43.17160747186343,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
AvInGMJansen,-22.89955614105913,-43.168445906308754,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
AvInGMBrito,-22.89955614105913,-43.168445906308754,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
AvInAspNasc,-22.89955614105913,-43.168445906308754,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
CiaPolBtlNav,-22.8962211,-43.1722296,PRAÇA BARÃO DE LADÁRIO - S/N° - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL – 20091-000
CPO,-22.897822100433665,-43.17698571533288,PRAÇA BARÃO DE LADARIO - S/Nº - ED. ALTE TAMANDARE - 3° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
STamoio,-22.8949739093137,-43.17160747186343,PRAÇA BARÃO DE LADÁRIO - S/Nº - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000
AgNSNQ,-22.897498393209688,-43.17403925904834,"PRAÇA BARÃO DE LADÁRIO S/N, RUA DA PONTE - S/Nº - EDIFÍCIO 23 DO AMRJ 2º ANDAR - ILHA DAS COBRAS - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20091-000"
ComOpNav,-22.8979701,-43.1770284,"Praça Barão de Ladário, Centro, Rio de Janeiro, Rio de Janeiro, Brazil, 20091-000, "
SVPM,-22.897953,-43.1768783,"Praça Barão de Ladário, Centro, Rio de Janeiro, Rio de Janeiro, Brazil, 20091-000, "
DelGuaira,-24.06643120795385,-54.23366587678429,PRAÇA PRESIDENTE DUTRA - 88 - - VILA VELHA - GUAÍRA - PR - BRASIL – 85980-000
DepCMRJ,-22.822098984315247,-43.189204475071904,PRAIA DA BICA - 1361 - JARDIM GUANABARA - ILHA DO GOVERNADOR - RIO DE JANEIRO - RJ - BRASIL – 21931-076
CHN-9,-3.1437210619474234,-59.94963621115756,R RIO ITAQUAI - S/N° - - VILA BURITI - MANAUS - AM - BRASIL - 69.072-080 
NHoFluRioBranco,-3.1468588529365635,-59.94914154750269,R RIO ITAQUAI - S/N° - - VILA BURITI - MANAUS - AM - BRASIL - 69.072-080 
DGDNTM,-22.89711905152199,-43.17421753215755,"R. da Ponte - Centro, Rio de Janeiro - RJ"
Com8°DN,-23.593572417184184,-46.64697160182957,"R. Estado de Israel, 776 - Vila Clementino, São Paulo - SP, 04022-002"
CMS,-22.8959703,-43.1679751,"Rio de Janeiro, Centro, Rio de Janeiro, Brazil, "
PM,-22.8959731,-43.17288370000001,"Rio de Janeiro, Centro, Rio de Janeiro, Brazil, 20091-000, "
CPMM,-22.8958597,-43.1731206,"Rio de Janeiro, Centro, Rio de Janeiro, Brazil, 20091-000, "
CGCFN,-22.8962427,-43.1716226,"Rio de Janeiro, Centro, Rio de Janeiro, Brazil, 21911-000, "
BNRJ,-22.9068467,-43.1728965,"Rio de Janeiro, Rio de Janeiro, State of Rio de Janeiro, Brazil, "
EsqdHU-41,-1.3813482013979412,-48.48399758651885,ROD ARTHUR BERNARDES - S/N - - VAL-DE-CAES - BELEM - PA - BRASIL - 66.115-000
NApOcIguatemi,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N - BASE NAVAL DE VAL-DE-CÃES - - BELÉM - PA - BRASIL - 66115-000
AvHoFluRioXingu,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - - VAL DE CÃES - BELÉM - PA - BRASIL – 66115-300
NPaBocaina,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66110-300
NPaGuanabara,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66110-300
NAPara,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66110-300
ComGptPatNavN,-1.3981306954168435,-48.4911753432022,RODOVIA ARTHUR BERNARDES - S/N° - BASE NAVAL DE VAL-DE-CAES - BNVC - VAL-DE-CAES - BELÉM - PA - BRASIL - 66110-300
NPaPampeiro,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - BASE NAVAL DE VAL-DE-CAES - VAL-DE-CAES - BELÉM - PA - BRASIL - 66115-000
NPaBracui,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - BASE NAVAL DE VAL-DE-CÃES - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66115-030
NPaGuaruja,-1.3948889988929083,-48.493578412417925,RODOVIA ARTHUR BERNARDES - S/N° - BASE NAVAL DE VAL-DE-CÃES - VAL-DE-CÃES - BELÉM - PA - BRASIL – 66110-330
NHoGSampaio,-1.3948889988929083,-48.493578412417925,RODOVIA ARTUR BERNARDES - S/N° - - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66115-000
NHiBTenCastelo,-1.3948889988929083,-48.493578412417925,RODOVIA ARTUR BERNARDES - S/N° - - VAL-DE-CÃES - BELÉM - PA - BRASIL - 66115-810
AvHoFluRioTocantins,-1.3948889988929083,-48.493578412417925,"RODOVIA ARTUR BERNARDES, S/Nº - - S/N° - VAL DE CÃES - VAL DE CÃES - BELÉM - PA - BRASIL – 66.110-300"
ERMB,-15.996560123066622,-47.90305387018488,"RODOVIA DF-001 - - KM 45, ÁREA ALFA - SANTA MARIA - BRASÍLIA - DF - BRASIL – 70051-970"
CmdoTrDbq,-22.80451897899867,-43.290438004826,RODOVIA WASHINGTON LUIS - S/N° - KM 124 - PARQUE DUQUE DE CAXIAS - DUQUE DE CAXIAS - RJ - BRASIL - 25085-000
NPaMacae,-22.89899542794569,-43.17014141987168,RUA 1° DE MARÇO - 118 - BARAO DE LADARIO 11 E 12 - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000
CTIM,-22.899156869369097,-43.17698377300568,"RUA 1° DE MARÇO - 118 - EDIFÍCIO BARÃO DE LADÁRIO, SOBRELOJA - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000"
DAerM,-22.899156869369097,-43.17698377300568,RUA 1º DE MARCO - 118 - ED. BARÃO DE LADÁRIO 13° E 14° ANDARES - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000
DOCM,-22.899156869369097,-43.17698377300568,RUA 1º DE MARÇO - 118 - ED. BARÃO DE LADÁRIO 15° E 16° ANDARES - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000
DSAM,-22.899156869369097,-43.17698377300568,RUA 1º DE MARÇO - 118 - ED. BARÃO DE LADÁRIO 17° AO 20° ANDARES - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000
DGePM,-22.899156869369097,-43.17698377300568,"RUA 1º DE MARÇO - 118 - ED. BARÃO DE LADÁRIO,10º ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000"
DGMM,-22.89922605251052,-43.17690867115095,"RUA 1º DE MARÇO - 118 - EDIFÍCIO BARÃO DE LADÁRIO - 10°,11º E 12º ANDARES - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000"
DCTIM,-22.899156869369097,-43.17698377300568,"RUA 1º DE MARÇO - 118 - EDIFÍCIO BARÃO DE LADÁRIO, 3°,4° E 5° ANDARES - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20010-000"
NHoCSul,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAI - S/N° - - PONTA D'AREIA - NITERÓI - RJ - BRASIL - 24048-900 
NHoTaurus,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAI - S/N° - - PONTA D'AREIA - NITERÓI - RJ - BRASIL – 20091-000
NHoFAlteGAranha,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAI - S/N° - - PONTA DA ARMAÇÃO - NITERÓI - RJ - BRASIL - 24048-900
CIAARA,-22.8823081,-43.1335685,"Rua Barão de Jaceguaí, Ponta D'areia, Niterói, Rio de Janeiro, Brazil, 24048-900, "
AvPqHoAspMoura,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAY - S/N - - PONTA DA ARMAÇÃO - NITERÓI - RJ - BRASIL - 24048-900
NPqHoVitaldeOliveira,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAY - S/N - PONTA DA ARMAÇÃO - NITERÓI - RIO DE JANEIRO - RJ - BRASIL - 24048-900
NHoAValle,-22.88511865479756,-43.13517163443377,RUA BARÂO DE JACEGUAY - S/N° - - PONTA DA ARMAÇÃO - NITERÓI - RJ - BRASIL - 24048-900
NOcAntares,-22.88511865479756,-43.13517163443377,RUA BARÃO DE JACEGUAY - S/N° - - PONTA DA ARMAÇÃO - NITERÓI - RJ - BRASIL - 24048-900
AgParintins,-2.6235167614938337,-56.73363354562839,RUA BENJAMIM DA SILVA - 1820 - - CENTRO - PARINTINS - AM - BRASIL – 69151-270
NBFMSeixas,-25.51696259528805,-48.50179358775559,RUA BENJAMIN CONSTANT - 707 - - COSTEIRA - PARANAGUÁ - PR - BRASIL - 83203-190
SSN-8,-25.51696259528805,-48.50179358775559,RUA BENJAMIN CONSTANT - 707 - - COSTEIRA - PARANAGUÁ - PR - BRASIL – 83203-190
EsqdQE-1,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N - BASE AERONAVAL - SÃO PEDRO DA ALDEIA - RIO DE JANEIRO - RJ - BRASIL - 28.944-054
EsqdHA-1,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N° - - FLUMINENSE - SÃO PEDRO DA ALDEIA - RJ - BRASIL - 28940-000
EsqdHI-1,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N° - - FLUMINENSE - SÃO PEDRO DA ALDEIA - RJ - BRASIL - 28940-000
EsqdHU-1,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N° - - FLUMINENSE - SÃO PEDRO DA ALDEIA - RJ - BRASIL - 28940-000
EsqdHU-2,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N° - - FLUMINENSE - SÃO PEDRO DA ALDEIA - RJ - BRASIL - 28940-000
EsqdVF-1,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N° - - FLUMINENSE - SÃO PEDRO DA ALDEIA - RJ - BRASIL - 28940-000
EsqdHS-1,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/N° - - FLUMINENSE - SÃO PEDRO DA ALDEIA - RJ - BRASIL - 28944-054
GAerNavMan,-22.82089320326636,-42.09461686445568,RUA COMANDANTE ITURIEL - S/Nº - - FLUMINENSE - SÃO PEDRO DA ALDEIA - RJ - BRASIL - 28944-054
CMAM,-22.92350133217049,-43.22337845854632,RUA CONDE DE BONFIM - 54 - - TIJUCA - RIO DE JANEIRO - RJ - BRASIL - 20520-053
AMRJ,-22.8970774,-43.1744798,"Rua da Ponte, Centro, Rio de Janeiro, Rio de Janeiro, Brazil, "
CPM,-22.3866934,-41.7710437,"Rua Denach Lima, Imbetiba, Macaé, Rio de Janeiro, Brazil, 27915-530, "
NVAtalaia,38.703898,-8.9254747,"Rua do Bairro Novo da Atalaia, Atalaia, Setúbal, Portugal, 2870, "
AgSFAraguaia,-11.619667,-50.6647033,"Rua do Comercio, Centro, São Félix do Araguaia, Mato Grosso, Brazil, 78670-000, "
DPHDM,-22.90390786276792,-43.17318569739053,RUA DOM MANUEL - 15 - PRACA XV - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20090-010
DelUruguaiana,-29.74985388300687,-57.08507080045588,RUA DOMINGOS DE ALMEIDA - 1194 - - CENTRO - URUGUAIANA - RS - BRASIL – 97500-002
AvHoFluRioNegro,-3.144032849213364,-59.94935883770639,RUA ITAGUAÍ - S/N° - - VILA BURITI - MANAUS - AM - BRASIL - 69.072-080 
AvHoFluRioSolimoes,-3.144032849213364,-59.94935883770639,RUA ITAGUAÍ - S/N° - - VILA BURITI - MANAUS - AM - BRASIL – 69372-080
CDDCFN,-22.781789779027136,-43.15891148846765,RUA MAGNO MARTINS - S/N° - - ILHA DO GOVERNADOR - RIO DE JANEIRO - RJ - BRASIL - 21911-000
BtlCmdoCt,-22.785793983581105,-43.16346294011294,RUA MAGNO MARTINS - S/N° - BANCÁRIOS - ILHA DO GOVERNADOR - RIO DE JANEIRO - RJ - BRASIL – 21911-000
DelIlheus,-14.784848801149913,-39.03498467050755,RUA MAJOR HOMEM DEL REY - 217 - - CIDADE NOVA - ILHÉUS - BA - BRASIL - 45652-180
EsIMar,-22.89940720298105,-43.18088151718763,RUA MAYRINK VEIGA - 28 - 6° ANDAR - CENTRO - RIO DE JANEIRO - RJ - BRASIL - 20090-050
AgHumaita,-7.488508153444711,-63.024430735598365,RUA PORTOBRÁS - 55 - - SÃO DOMINGO SÁVIO - HUMAITÁ - AM - BRASIL – 69800-000
CADIM,-23.060785,-43.9860147,RUA PROFESSOR RAFAEL LEVI MIRANDA - S/N° - ITACURUÇÁ - MANGARATIBA - RIO DE JANEIRO - RJ - BRASIL – 23860-000
GrEOpRibAM,-3.144136333777384,-59.94932464180356,RUA RIO ITAQUAÍ - S/N° - - BAIRRO VILA BURITI - MANAUS - AM - BRASIL – 69072-080
NHiBComteManhaes,,,RUA SILVIO PÉLICO - - - ALECRIM - NATAL - RN - - 59040-150
HNNa,-5.78939937802494,-35.221775159744006,RUA SILVIO PELICO - S/N° - - ALECRIM - NATAL - RN - BRASIL - 59040-150
NPaGoiana,-5.78933540205538,-35.22265249056914,RUA SILVIO PÉLICO - S/N° - - ALECRIM - NATAL - RN - BRASIL - 59040-150
NPaMacau,-5.78933540205538,-35.22265249056914,RUA SILVIO PÉLICO - S/N° - - ALECRIM - NATAL - RN - BRASIL - 59040-150
BNN,-5.78939937802494,-35.221775159744006,RUA SILVIO PÉLICO - S/N° - - ALECRIM - NATAL - RN - BRASIL - 59040-150
NPaOcAraguari,-5.78933540205538,-35.22265249056914,RUA SÍLVIO PÉLICO - S/N° - - ALECRIM - NATAL - RN - BRASIL - 59040-150 
ComGptPatNavNE,-5.78939937802494,-35.221775159744006,RUA SÍLVIO PÉLICO - S/N° - - ALECRIM - NATAL - RN - BRASIL - 59040-150 - Caixa Postal n° 841 
NPaGrajau,-5.78933540205538,-35.22265249056914,RUA SILVIO PÉLICO - S/N° - BASE NAVAL DE NATAL - ALECRIM - NATAL - RN - BRASIL - 59040-150
NPaGuaiba,-5.78933540205538,-35.22265249056914,RUA SILVIO PÉLICO - S/N° - BASE NAVAL DE NATAL - ALECRIM - NATAL - RN - BRASIL - 59040-150
RbAMTriunfo,-5.78933540205538,-35.22265249056914,RUA SILVIO PÉLICO - S/N° - BASE NAVAL DE NATAL - ALECRIM - NATAL - RN - BRASIL - 59040-150 
NPaGrauna,-5.78933540205538,-35.22265249056914,RUA SILVIO PÉLICO - S/N° - BNN - ALECRIM - NATAL - RN - BRASIL - 59040-150
CeIMNa,-5.792604,-35.2193182,"Rua Sílvio Pelico, Alecrim, Natal, Rio Grande do Norte, Brazil, 59040-150, "
SSN-3,-5.792604,-35.2193182,"Rua Sílvio Pelico, Alecrim, Natal, Rio Grande do Norte, Brazil, 59040-150, "
CPRJ,-22.9010161,-43.1744747,"S/N, Avenida Alfred Agache, Centro, Rio de Janeiro, Rio de Janeiro, Brazil, 20021-000, "
TM,-22.9011655,-43.1743226,"s/n, Avenida Alfred Agache, Praça XV de Novembro, Rio de Janeiro, Rio de Janeiro, Brazil, 20040-010, "
EN,-22.9138426,-43.1598942,"s/n, Avenida Almirante Silvio de Noronha, Centro, Rio de Janeiro, Rio de Janeiro, Brazil, 20021-010, "
Com2°DN,-12.9742029,-38.51521049999999,"s/n, Avenida das Naus, Comercio, Salvador, Bahia, Brazil, 40301-155, "
SNNF,-22.2917847,-42.533382,"s/n, Avenida Governador Geremias de Mattos Fontes, Centro, Nova Friburgo, Rio de Janeiro, Brazil, 28613-140, "
BtlVtrAnf,-22.8465736,-43.1010346,"S/N, Avenida Paiva, Neves, São Gonçalo, Rio de Janeiro, Brazil, 24426-140, "
BFNIF,-22.8458546,-43.1014661,"s/n, Avenida Paiva, Neves, São Gonçalo, Rio de Janeiro, Brazil, 24426-148, "
1°BtlInfFuzNav,-22.784548,-43.15845059999999,"S/N, Estrada do Quilombo, Bananal (Ilha do Governador, Rio de Janeiro, Rio de Janeiro, Brazil, 21911-010, "
BFNIG,-22.7821672,-43.1590216,"S/N, Estrada do Quilombo, Freguesia (Ilha do Governador), Rio de Janeiro, Rio de Janeiro, Brazil, 21911-016, "
BtlCmbAe,-22.7846045,-43.1673505,"S/N, Estrada do Quilombo, Freguesia (Ilha do Governador), Rio de Janeiro, Rio de Janeiro, Brazil, 21911-016, "
ERMRJ,-22.8244672,-43.1779473,"s/n, Estrada do Rio Jequiá, Ribeira, Rio de Janeiro, Rio de Janeiro, Brazil, 21930-007, "
CIAW,-22.8833595,-43.1749243,"S/n, Ilha das Enxadas, Baía de Guanabara, Rio de Janeiro, Rio de Janeiro, Brazil, "
HCM,-22.8961759,-43.1740271,"s/n, Praça Barão de Ladário, Centro, Rio de Janeiro, Rio de Janeiro, Brazil, 20091-000, "
BNVC,-1.3968229,-48.4895635,"S/N, Rodovia Arthur Bernardes, Km 4, Val de Caes, Belém, Pará, Brazil, 66115-300, "
CAMR,-22.8825509,-43.1343198,"S/N, Rua Barão de Jaceguaí, Ponta D'areia, Niterói, Rio de Janeiro, Brazil, 24048-900, "
GNHo,-22.882499,-43.134539,"s/n, Rua Barão de Jaceguaí, Ponta D'areia, Niterói, Rio de Janeiro, Brazil, 24048-900, "
CHM,-22.8847897,-43.1334776,"s/n, Rua Barão de Jaceguaí, Ponta da Armação, Niterói, Rio de Janeiro, Brazil, 24048-900, "
Com9°DN,-3.1327724,-60.03078069999999,"s/n, Rua Bernardo Ramos, Centro, Manaus, Amazonas, Brazil, 69005-310, "
CFAOC,-3.133574,-60.030445,"s/n, Rua Bernardo Ramos, Centro, Manaus, Amazonas, Brazil, 69005-310, "
Com4°DN,-1.4634653,-48.5038806,"s/n, Rua Carneiro da Rocha, Cidade Velha, Belém, Pará, Brazil, 66023-110, "
Com3°DN,-5.7668191,-35.2026203,"s/n, Rua Coronel Flamínio, Santos Reis, Natal, Rio Grande do Norte, Brazil, 59010-500, "
2°BtlOpRib,-1.3947075,-48.4538303,"S/N, Rua da Marinha, Marambaia, Belém, Pará, Brazil, 66620-430, "
EAMES,-20.3278441,-40.2955099,"s/n, Rua Inhoa, Prainha, Vila Velha, Espírito Santo, Brazil, 29100-900, "
2°BtlInfFuzNav,-22.7863705,-43.1759976,"S/N, Rua Magno Martins, Bancários, Rio de Janeiro, Rio de Janeiro, Brazil, 21911-430, "
3°BtlInfFuzNav,-22.7863705,-43.1759976,"S/N, Rua Magno Martins, Bancários, Rio de Janeiro, Rio de Janeiro, Brazil, 21911-430, "
CIASC,-22.7809917,-43.1741368,"s/n, Rua Magno Martins, Ilha do Governador, Rio de Janeiro, Rio de Janeiro, Brazil, 21911-430, "
HNBra,-15.8148476,-47.9146472,"s/n, Via W5 Sul, Asa Sul, Brasília, Distrito Federal, Brazil, 70390-115, "
1°BtlOpRib,-3.1295024,-59.9468415,"s/n°, Avenida Abiurana, Mauazinho, Manaus, Amazonas, Brazil, 69075-705, "
CFAT,-10.2294235,-48.3703499,"s/nº, 913 Sul s/nº - Praia do Prata, Plano Diretor Sul, Palmas, Tocantins, Brazil, 77017-171, "
CeIMSPA,-22.8187267,-42.0909092,"s/nº, Rua Comandante Ituriel, Base Aeronaval, São Pedro da Aldeia, Rio de Janeiro, Brazil, 28940-000, "
EAMPE,-8.0361037,-34.8671659,"Salgadinho, Olinda, Pernambuco, Brazil, 53110-901, "
ERMS,-12.9777378,-38.5016363,"Salvador, Salvador, State of Bahia, Brazil, "
CeIMSa,-12.9777378,-38.5016363,"Salvador, Salvador, State of Bahia, Brazil, "
AgSJBarra,-21.6267746,-41.0192315,"São João da Barra, Atafona, São João da Barra, State of Rio de Janeiro, Brazil, 28200, "
ComDivAnf,-22.788209476939414,-43.16160415970821,TRAVESSA TEOTONIO FREIRE - 64 - BANANAL - ILHA DO GOVERNADOR - RIO DE JANEIRO - RJ - BRASIL – 21911-000
GptFNB,-15.786211,-47.8581412,"Trecho 2, SCEN, Brasília, Brasília, Distrito Federal, Brazil, 70071-125, "
GptFNSP,,,
